start=2014-09-18T09:01:00,end=2014-11-13T09:01:00,version=0.2.2,note=NOT FOR NAVIGATION
AIRPORT,RUNWAY,LENGTH,LATITUDE,LONGITUDE,ELEVATION,WIDTH,LANDING_LATITUDE,LANDING_LONGITUDE,LANDING_ELEVATION
2Z6,W,4000,,,0.0,500,,,
PAKF,14,2150,54.850361111111106,-163.409625,18.5,60,,,
PAKF,32,2150,54.84528333333333,-163.40448333333333,8.7,60,,,
PAFW,08,4600,,,,30,,,
PAFW,26,4600,,,,30,,,
PAFL,13,2000,,,,12,,,
PAFL,31,2000,,,,12,,,
PAFK,NW,5000,,,,500,,,
PAFK,SE,5000,,,,500,,,
3Z1,12,1190,,,,30,,,
3Z1,30,1190,,,,30,,,
2AK3,H1,50,,,48.0,50,,,
2AK3,,50,,,,50,,,
FLT,08,4045,,,,90,,,
FLT,26,4045,,,,90,,,
PFYU,04,5000,66.5690236111111,-145.26124777777778,447.2,100,,,
PFYU,22,5000,66.57578941666667,-145.23141511111112,447.1,100,,,
PANR,NE,10500,,,0.0,500,,,
PANR,SW,10500,,,0.0,500,,,
PAGB,13,5182,68.48594519444444,-149.49886919444444,2662.5,150,,,
PAGB,31,5182,68.47340641666666,-149.48095077777776,2655.0,150,,,
PAGA,06,2786,64.73658999999999,-156.94769944444445,146.0,80,,,
PAGA,24,2786,64.73663111111111,-156.9298763888889,148.0,80,,,
PAGA,07,7249,64.73592036111111,-156.96003341666665,147.0,150,64.73593455555556,-156.9561899166667,147.6
PAGA,25,7249,64.7360851388889,-156.91365855555554,152.7,150,,,
PAGM,16,4499,63.772706416666665,-171.73470263888888,29.2,96,,,
PAGM,34,4499,63.76052163888889,-171.7308651388889,28.4,96,,,
AQY,02,2095,60.966811111111106,-149.12309722222224,134.0,60,,,
AQY,20,2095,60.97123333333333,-149.11559444444444,164.0,60,,,
KGZ,11,1400,,,,15,,,
KGZ,29,1400,,,,15,,,
3Z8,NW,5000,,,91.0,1500,,,
3Z8,SE,5000,,,91.0,1500,,,
PAGL,02,4000,64.54602972222222,-163.0146361111111,59.3,75,,,
PAGL,20,4000,64.55488055555556,-162.99970416666667,36.5,75,,,
GNU,06,3300,59.116384333333336,-161.58196441666666,18.0,75,,,
GNU,24,3300,59.119335111111106,-161.56536955555555,17.6,75,,,
Z40,08,3000,61.394894444444446,-149.8508111111111,78.0,75,,,
Z40,26,3000,61.39440555555555,-149.8337277777778,78.0,75,,,
PAGZ,17,3873,65.407425,-161.2813277777778,1312.0,111,,,
PAGZ,35,3873,65.3968388888889,-161.28161944444443,1233.0,111,,,
PAGX,17,4000,62.89754891666667,-160.06586130555553,93.0,75,62.89536333333333,-160.0660756388889,98.8
PAGX,35,4000,62.88662169444444,-160.06693247222222,137.5,75,,,
PAGK,15,5001,62.1617075,-145.45661325,1586.1,100,,,
PAGK,33,5001,62.14819605555556,-145.4520588888889,1546.0,100,,,
8AK1,06,1200,,,,100,,,
8AK1,24,1200,,,,100,,,
PAGS,02,3146,58.420063472222225,-135.71819280555556,29.5,60,,,
PAGS,20,3146,58.42656080555555,-135.70742311111113,31.4,60,58.426279027777774,-135.70789027777778,31.2
PAGS,11,6721,58.432715333333334,-135.71727927777778,34.9,150,,,
PAGS,29,6721,58.41970519444445,-135.69250061111111,27.9,150,,,
PAHN,08,4000,59.245714722222225,-135.5335663888889,15.3,100,,,
PAHN,26,4000,59.24194388888888,-135.51350888888888,12.0,100,,,
18AA,08,1651,,,,47,,,
18AA,26,1651,,,,47,,,
AA35,H1,75,,,,50,,,
AA35,,75,,,,50,,,
3Z9,N,5000,,,0.0,4000,,,
3Z9,S,5000,,,0.0,4000,,,
AK74,08,1400,,,,45,,,
AK74,26,1400,,,,45,,,
AK74,17,1200,,,,60,,,
AK74,35,1200,,,,60,,,
HWI,N,10000,,,0.0,3000,,,
HWI,S,10000,,,0.0,3000,,,
PAHV,15,2912,63.87152413888889,-148.97007358333332,1244.6,60,,,
PAHV,33,2912,63.86363719444444,-148.96760816666665,1263.2,60,,,
7AK7,H1,20,,,,20,,,
7AK7,,20,,,,20,,,
7AK7,H2,20,,,,20,,,
7AK7,,20,,,,20,,,
7AK7,H3,20,,,,20,,,
7AK7,,20,,,,20,,,
7AK7,H4,20,,,,20,,,
7AK7,,20,,,,20,,,
AK33,07,970,,,,50,,,
AK33,25,970,,,,50,,,
AK33,12,1090,,,,35,,,
AK33,30,1090,,,,35,,,
2AK5,06,1700,,,15.0,60,,,
2AK5,24,1700,,,,60,,,
2AK6,11,5500,,,,125,,,
2AK6,29,5500,,,,125,,,
HYL,E,10000,,,0.0,500,,,
HYL,W,10000,,,0.0,500,,,
PAHC,01,4000,62.183612222222216,-159.78099388888887,73.3,100,,,
PAHC,19,4000,62.19297944444444,-159.7689061111111,74.5,100,,,
PAHO,04,6701,59.640294000000004,-151.49142994444446,70.6,150,,,
PAHO,22,6701,59.65080419444444,-151.46175483333334,74.4,150,,,
5BL,NE,3000,,,,600,,,
5BL,SW,3000,,,,600,,,
AK17,01,1555,,,,75,,,
AK17,19,1555,,,,75,,,
AK18,12,1100,,,,60,,,
AK18,30,1100,,,,60,,,
2AK4,12,1200,,,,70,,,
2AK4,30,1200,,,,70,,,
98AK,09,2000,,,,120,,,
98AK,27,2000,,,,120,,,
98AK,H1,100,,,,100,,,
98AK,,100,,,,100,,,
4AA4,H1,46,,,,46,,,
4AA4,,46,,,,46,,,
46AK,09,1250,,,,100,,,
46AK,27,1250,,,,100,,,
0AK7,06,2400,,,,75,,,
0AK7,24,2400,,,,75,,,
OOH,E,9000,,,0.0,5000,,,
OOH,W,9000,,,0.0,5000,,,
PAOH,06,3367,58.09522472222223,-135.41726805555555,15.1,75,,,
PAOH,24,3367,58.09717388888889,-135.40024444444444,21.5,75,,,
PAHP,13,3300,61.52772619444444,-166.15154266666667,11.7,75,,,
PAHP,31,3300,61.52001877777778,-166.14170875000002,11.1,75,,,
5HO,16,2060,60.91005833333333,-149.62210555555555,175.0,60,,,
5HO,34,2060,60.904466666666664,-149.62351944444447,175.0,60,,,
4Z5,03,900,,,,12,,,
4Z5,21,900,,,,12,,,
13AK,09,980,,,,45,,,
13AK,27,980,,,,45,,,
AK29,E,1600,,,,50,,,
AK29,W,1600,,,,50,,,
AK89,09,1000,,,,60,,,
AK89,27,1000,,,,60,,,
AA33,18,1700,,,,100,,,
AA33,36,1700,,,,100,,,
AA30,05,1285,,,,60,,,
AA30,23,1285,,,,60,,,
80AK,N,4000,,,,1500,,,
80AK,S,4000,,,,1500,,,
PAHU,17,3380,66.0435763888889,-154.2619753611111,299.1,100,,,
PAHU,35,3380,66.03460530555556,-154.2674186388889,297.2,100,,,
PAHL,03,4000,65.69442416666666,-156.36172544444446,219.7,75,,,
PAHL,21,4000,65.70128377777777,-156.34105980555557,208.6,75,,,
PAHY,E,5000,,,0.0,2000,,,
PAHY,W,5000,,,0.0,2000,,,
4Z7,N,10000,,,0.0,1000,,,
4Z7,S,10000,,,0.0,1000,,,
19AK,05,3430,,,,55,,,
19AK,23,3430,,,,55,,,
2AK8,06,3200,,,,75,,,
2AK8,24,3200,,,,75,,,
PAIG,05,3000,59.32277222222223,-155.90940861111113,90.4,75,,,
PAIG,23,3000,59.32531111111111,-155.89413666666667,73.2,75,,,
PAIL,07,5086,59.7518855,-154.92405658333334,192.4,100,,,
PAIL,25,5086,59.75130408333333,-154.8965095,144.2,100,,,
PAIL,17,4800,59.762620138888884,-154.909616,183.0,100,,,
PAIL,35,4800,59.749652194444444,-154.9137163611111,174.5,100,,,
PAIL,E,2998,59.759166666666665,-154.92083333333332,170.0,400,,,
PAIL,W,2998,59.76027777777778,-154.93694444444444,170.0,400,,,
PAIL,N,2892,59.76111111111111,-154.92694444444444,170.0,400,,,
PAIL,S,2892,59.75361111111111,-154.93194444444444,170.0,400,,,
2AK9,16,1800,,,,60,,,
2AK9,34,1800,,,,60,,,
KIB,N,10000,,,,4000,,,
KIB,S,10000,,,,4000,,,
4Z9,12,1000,,,,35,,,
4Z9,30,1000,,,,35,,,
AK60,06,4700,,,,125,,,
AK60,24,4700,,,,125,,,
PAJN,08,8857,58.35784722222222,-134.59696944444445,25.0,150,,,
PAJN,26,8857,58.35163333333333,-134.55239722222223,23.4,150,,,
PAJN,08W,4400,,,,150,,,
PAJN,26W,4400,,,,150,,,
AK94,H1,100,,,,100,,,
AK94,,100,,,,100,,,
AA44,H1,55,,,,55,,,
AA44,,55,,,,55,,,
5Z1,NW,10000,,,0.0,1000,,,
5Z1,SE,10000,,,0.0,1000,,,
73AK,H1,150,,,,150,,,
73AK,,150,,,,150,,,
18AK,H1,120,,,25.0,120,,,
18AK,,120,,,,120,,,
KAE,NW,10000,,,0.0,4000,,,
KAE,SE,10000,,,0.0,4000,,,
PAFE,11,4000,56.964872222222226,-133.91795,150.0,100,,,
PAFE,29,4000,56.957852777777774,-133.90257222222223,171.5,100,56.959608333333335,-133.90641666666667,150.0
PABU,15,3520,,,,100,,,
PABU,33,3520,,,,100,,,
PABU,H1,160,,,,150,,,
PABU,,160,,,,150,,,
1KC,09,4000,,,,140,,,
1KC,27,4000,,,,140,,,
PALG,06,3198,61.53531138888889,-160.35465041666666,62.1,75,,,
PALG,24,3198,61.53662736111111,-160.3365325277778,63.0,75,,,
PAKV,03,3986,64.31524191666666,-158.75044230555557,181.1,100,,,
PAKV,21,3986,64.322718,-158.73216975000003,169.8,100,,,
5Z4,H1,200,,,,100,,,
5Z4,,200,,,,100,,,
5Z5,10,1950,,,,45,,,
5Z5,28,1950,,,,45,,,
Z90,15,1960,,,,40,,,
Z90,33,1960,,,,40,,,
PAKY,10,2000,57.567498638888885,-154.45814980555556,141.7,60,,,
PAKY,28,2000,57.564625666666664,-154.4494796111111,140.6,60,,,
KKL,NW,10000,,,368.0,1000,,,
KKL,SE,10000,,,368.0,1000,,,
KXA,N,2000,,,0.0,2000,,,
KXA,S,2000,,,0.0,2000,,,
PFKA,17,3000,60.87742088888889,-162.52337500000002,28.0,60,,,
PFKA,35,3000,60.869264944444446,-162.52522633333334,47.7,60,,,
5KS,01,2400,60.34764722222222,-151.26605833333335,104.0,60,,,
5KS,19,2400,60.35339444444445,-151.25965555555555,106.5,60,,,
AK5,09W,3500,,,,500,,,
AK5,27W,3500,,,,500,,,
5Z7,10,800,,,,75,,,
5Z7,28,800,,,,75,,,
5Z9,ALL,5000,,,36.0,4000,,,
5Z9,WAY,5000,,,36.0,4000,,,
PAEN,01L,7830,60.56311138888889,-151.2583875,90.2,150,60.56370694444445,-151.25765916666666,90.2
PAEN,19R,7830,60.58145991666667,-151.23593783333334,98.2,150,,,
PAEN,01R,2000,60.5749615,-151.23831111111113,96.9,60,,,
PAEN,19L,2000,60.579647361111114,-151.2325708888889,98.5,60,,,
PAEN,01W,4600,,,,252,,,
PAEN,19W,4600,,,,252,,,
3AK5,05,4100,,,,150,,,
3AK5,23,4100,,,,150,,,
3AK5,H1,40,,,35.0,20,,,
3AK5,,40,,,,20,,,
8AK2,17,2600,,,,60,,,
8AK2,35,2600,,,,60,,,
2R3,06,5000,,,,500,,,
2R3,24,5000,,,,500,,,
30AK,16,2400,,,,150,,,
30AK,34,2400,,,,150,,,
3AK4,07,1860,,,,30,,,
3AK4,25,1860,,,,30,,,
6AK3,15,1900,,,,50,,,
6AK3,33,1900,,,,50,,,
03AK,07,1000,,,,70,,,
03AK,25,1000,,,,70,,,
03AK,N,6000,,,,500,,,
03AK,S,6000,,,,500,,,
03AK,NE,2600,,,,500,,,
03AK,SW,2600,,,,500,,,
75AK,16,2640,,,,90,,,
75AK,34,2640,,,,90,,,
9C0,NE,9000,,,0.0,2000,,,
9C0,SW,9000,,,0.0,2000,,,
17AK,H1,150,,,20.0,50,,,
17AK,,150,,,,50,,,
PAKT,11,7500,55.361412111111115,-131.72382675,84.9,150,,,
PAKT,29,7500,55.346741083333335,-131.69860983333334,89.2,150,,,
PAKT,ESE,9500,,,,1500,,,
PAKT,WNW,9500,,,,1500,,,
5KE,E,3893,55.34698611111111,-131.67101944444445,0.0,1000,,,
5KE,W,3893,55.341686111111116,-131.65479166666665,0.0,1000,,,
8K9,NE,10000,,,,2000,,,
8K9,SW,10000,,,,2000,,,
PAIK,06,3400,66.97530222222223,-160.4482847222222,171.2,100,,,
PAIK,24,3400,66.97660583333332,-160.42478416666665,145.7,100,,,
PAVC,07,3500,55.11619444444444,-162.27460000000002,141.0,115,,,
PAVC,25,3500,55.11650277777778,-162.25789166666667,139.0,115,,,
PAKN,12,8901,58.68394,-156.6647265,59.9,150,,,
PAKN,30,8901,58.66768888888889,-156.6298972222222,73.4,150,,,
PAKN,18,4017,58.68327319444444,-156.6487816388889,66.1,100,,,
PAKN,36,4017,58.672722138888886,-156.6547106388889,59.9,100,,,
PAKN,NW,4000,,,,500,,,
PAKN,SE,4000,,,,500,,,
PAKI,17,3200,59.936011111111114,-164.027675,0.2,60,,,
PAKI,35,3200,59.927286111111115,-164.02910833333334,0.1,60,,,
KKB,E,4000,,,0.0,1000,,,
KKB,W,4000,,,0.0,1000,,,
PAVL,12,3000,67.7391536111111,-164.5708536111111,16.1,60,,,
PAVL,30,3000,67.73314888888889,-164.55613833333334,17.8,60,,,
PAQC,NW,5000,,,0.0,1000,,,
PAQC,SE,5000,,,0.0,1000,,,
PAKW,02,5000,55.57392222222222,-133.0836222222222,39.2,100,,,
PAKW,20,5000,55.58454166666667,-133.06837222222222,79.9,100,,,
PAOB,09,4020,66.91385799999999,-156.91078183333335,140.0,75,,,
PAOB,27,4020,66.91082083333333,-156.8838823888889,137.8,75,,,
PAKD,02,2475,,,,40,,,
PAKD,20,2475,,,,40,,,
9Z3,NE,2100,,,130.0,250,,,
9Z3,SW,2100,,,130.0,250,,,
PADQ,07,7550,57.752191611111115,-152.5190359166667,79.2,150,57.75208336111111,-152.51323341666665,69.5
PADQ,25,7550,57.75146605555556,-152.48041116666667,21.1,150,,,
PADQ,11,5400,57.75491975,-152.5022671111111,37.1,150,57.754195027777776,-152.50046949999998,34.5
PADQ,29,5400,57.74602136111111,-152.48020583333334,26.4,150,57.74693802777778,-152.4824775277778,27.4
PADQ,18,5010,57.752941750000005,-152.48283455555557,20.3,150,,,
PADQ,36,5010,57.740261277777776,-152.49258366666666,36.2,150,,,
T44,02,4400,,,,200,,,
T44,20,4400,,,,200,,,
PFKK,06,3300,59.43255833333333,-154.81133888888888,108.5,75,,,
PFKK,24,3300,59.43401388888889,-154.7938472222222,111.1,75,,,
PAJZ,09,3000,59.727765,-157.26728944444443,234.5,75,,,
PAJZ,27,3000,59.725518888888885,-157.25165472222224,268.9,75,,,
PADY,01,2400,59.95858611111111,-162.88304444444444,29.3,75,,,
PADY,19,2400,59.964675,-162.8781416666667,24.6,75,,,
PFKO,02,4400,63.02549861111112,-163.53973524999998,12.3,100,,,
PFKO,20,4400,63.03565444444445,-163.52552666666665,13.6,100,,,
PAOT,09,5900,66.88943611111111,-162.6093450277778,13.2,150,,,
PAOT,27,5900,66.88613783333334,-162.56917547222224,14.4,150,,,
PAOT,18,3876,66.88510663888889,-162.60932386111114,11.2,90,,,
PAOT,36,3876,66.87482444444444,-162.6158032777778,10.8,90,,,
PAKK,01,3002,64.93576694444444,-161.15819638888888,159.8,60,,,
PAKK,19,3002,64.94326722222222,-161.1503347222222,152.6,60,,,
PFKU,06,4000,64.87476230555556,-157.7430558888889,148.7,75,,,
PFKU,24,4000,64.87687111111111,-157.71781530555555,148.9,75,,,
PAKL,07,4400,58.964534722222226,-155.10723166666665,700.0,110,,,
PAKL,25,4400,58.96547527777778,-155.08399333333335,715.0,110,,,
PAKL,18W,5000,,,631.0,5000,,,
PAKL,36W,5000,,,631.0,5000,,,
PAKU,06,6551,70.32887919444444,-149.62408630555558,67.0,150,,,
PAKU,24,6551,70.33248047222223,-149.57204397222222,75.0,150,,,
27AK,H1,75,,,,75,,,
27AK,,75,,,,75,,,
AA38,H1,56,,,,60,,,
AA38,,56,,,,60,,,
AA51,H1,56,,,,60,,,
AA51,,56,,,,60,,,
9Z7,04,600,,,,50,,,
9Z7,22,600,,,,50,,,
9Z7,13,800,,,,50,,,
9Z7,31,800,,,,50,,,
PFKW,18,3199,60.794549027777784,-161.44124216666668,25.0,75,,,
PFKW,36,3199,60.78613244444445,-161.44614391666664,25.0,75,,,
PAGG,15,1835,59.87800277777778,-163.16937222222222,16.0,40,,,
PAGG,33,1835,59.87316666666666,-163.16670277777777,21.0,40,,,
Z55,13,2900,62.29505277777778,-146.5816027777778,2480.2,60,,,
Z55,31,2900,62.28818333333333,-146.57309722222223,2474.1,60,,,
13S,ALL,5000,,,,4000,,,
13S,WAY,5000,,,,4000,,,
PALB,04,2700,57.53303611111111,-153.98244999999997,80.0,75,,,
PALB,22,2700,57.53706666666667,-153.97092777777777,67.0,75,,,
9Z9,15,2355,60.415102777777776,-149.3696111111111,484.0,60,,,
9Z9,33,2355,60.40866666666667,-149.36907222222223,470.1,60,,,
ALZ,NE,10000,,,0.0,1000,,,
ALZ,SW,10000,,,0.0,1000,,,
9Z8,01,3284,59.123031194444444,-156.86372186111112,55.4,60,,,
9Z8,19,3284,59.131108277777784,-156.85606758333333,52.3,60,,,
2AK,10,1500,61.360175,-155.44406388888888,540.7,55,,,
2AK,28,1500,61.358086111111106,-155.43670833333334,544.8,55,,,
4AK,15,1420,65.47203333333333,-148.6552333333333,,50,,,
4AK,33,1420,65.46818333333333,-148.65404999999998,,50,,,
AK71,07,5000,,,,100,,,
AK71,25,5000,,,,100,,,
4AK3,05,1150,,,,30,,,
4AK3,23,1150,,,,30,,,
13Z,E,10000,,,0.0,2000,,,
13Z,W,10000,,,0.0,2000,,,
PAMX,01,3500,61.43403333333333,-142.90865833333334,1528.9,60,,,
PAMX,19,3500,61.441575,-142.8963277777778,1520.0,60,,,
AK31,16,2000,,,,35,,,
AK31,34,2000,,,,35,,,
AK0,10,1000,,,,25,,,
AK0,28,1000,,,,25,,,
56AK,11,1400,,,,50,,,
56AK,29,1400,,,,50,,,
PAMC,05,2000,62.95677838888889,-155.61883658333332,342.7,60,,,
PAMC,23,2000,62.958862833333335,-155.60772958333334,342.5,60,,,
PAMC,16,5936,62.95920133333333,-155.6052851111111,342.6,100,62.95770788888889,-155.60522272222224,342.7
PAMC,34,5936,62.9429725,-155.60460952777777,342.3,100,62.944467027777776,-155.60467166666666,342.6
AK40,16,4200,,,,100,,,
AK40,34,4200,,,,100,,,
16Z,N,4000,,,,350,,,
16Z,S,4000,,,,350,,,
PAIN,16,3000,,,,68,,,
PAIN,34,3000,,,,68,,,
AK06,12,4000,,,,150,,,
AK06,30,4000,,,,150,,,
4AK5,04,2300,,,,40,,,
4AK5,22,2300,,,,40,,,
PAML,18,3401,64.99230422222222,-150.64372177777776,270.0,60,,,
PAML,36,3401,64.98359722222223,-150.65141944444443,270.0,60,,,
PAMB,03,3300,58.92861075,-158.90753702777778,80.3,75,,,
PAMB,21,3300,58.93550483333333,-158.89625483333333,106.6,75,,,
PADM,07,3200,61.86379463888889,-162.03535275,82.8,100,,,
PADM,25,3200,61.86455452777778,-162.01689016666668,115.3,100,,,
MYK,13,2700,,,,100,,,
MYK,31,2700,,,,100,,,
0AK5,02,1550,,,,120,,,
0AK5,20,1550,,,,120,,,
24AK,14,1300,,,,200,,,
24AK,32,1300,,,,200,,,
PAMY,05,3070,60.36975,-166.27839166666666,48.0,75,,,
PAMY,23,3070,60.37308888888889,-166.26282500000002,47.0,75,,,
PAMM,E,5000,,,,5000,,,
PAMM,W,5000,,,,5000,,,
PAMM,N,5000,,,,5000,,,
PAMM,S,5000,,,,5000,,,
84K,NW,7000,,,0.0,200,,,
84K,SE,7000,,,0.0,200,,,
PAMD,02,3158,59.44420863888889,-146.3128521666667,100.1,115,,,
PAMD,20,3158,59.45134475,-146.30329019444446,100.4,115,,,
PAMD,13,1500,59.456276111111116,-146.30752586111112,98.9,125,,,
PAMD,31,1500,59.45273186111111,-146.30345925,96.8,125,,,
PAMH,03,4184,63.881935416666664,-152.3110139722222,672.7,100,,,
PAMH,21,4184,63.89002822222222,-152.2926718611111,679.8,100,,,
51Z,02,3400,65.14472372222222,-149.37599647222223,499.8,75,,,
51Z,20,3400,65.1516173888889,-149.36118150000001,472.6,75,,,
0AK3,14,900,,,,100,,,
0AK3,32,900,,,,100,,,
99AK,03,1200,,,,100,,,
99AK,21,1200,,,,100,,,
52Z,N,5000,,,1300.0,1000,,,
52Z,S,5000,,,1300.0,1000,,,
KMY,N,10000,,,0.0,1000,,,
KMY,S,10000,,,0.0,1000,,,
PAMO,02,3501,62.09075638888889,-163.68834183333334,297.8,75,,,
PAMO,20,3501,62.098826527777774,-163.67735538888888,339.1,75,,,
IBN,14,2000,,,,40,,,
IBN,32,2000,,,,40,,,
76Z,04,800,,,,30,,,
76Z,22,800,,,,30,,,
5NK,08,1950,58.736111111111114,-157.03472222222223,67.0,50,,,
5NK,26,1950,58.73592222222222,-157.02446666666665,70.0,50,,,
5NK,08W,2000,,,,300,,,
5NK,26W,2000,,,,300,,,
5NK,14,1836,58.735613888888885,-157.02205,64.0,45,,,
5NK,32,1836,58.73083611111112,-157.01905833333333,70.0,45,,,
4AK9,16,1700,,,,60,,,
4AK9,34,1700,,,,60,,,
78Z,N,6000,,,,600,,,
78Z,S,6000,,,,600,,,
KEB,01,1850,,,,50,,,
KEB,19,1850,,,,50,,,
AK07,04,1900,,,,40,,,
AK07,22,1900,,,,40,,,
AK07,14,1800,,,,40,,,
AK07,32,1800,,,,40,,,
4AK8,08,2500,,,,75,,,
4AK8,26,2500,,,,75,,,
PANA,16,3248,60.69476011111111,-161.97917777777778,16.0,60,,,
PANA,34,3248,60.685901083333334,-161.97780024999997,15.6,60,,,
PAPK,02,3000,60.69938611111111,-161.78258861111112,11.4,60,,,
PAPK,20,3000,60.70643833333334,-161.774025,11.3,60,,,
PAPK,09W,15000,,,10.0,2000,,,
PAPK,27W,15000,,,10.0,2000,,,
PAOU,08,4003,56.008112499999996,-161.17009194444444,14.0,75,,,
PAOU,26,4003,56.00695944444445,-161.1506425,10.0,75,,,
PANN,04L,4600,64.54560833333333,-149.0870638888889,367.3,100,,,
PANN,22R,4600,64.55209722222222,-149.06202777777779,364.0,100,,,
PANN,04R,2520,64.545525,-149.08368611111112,365.2,60,,,
PANN,22L,2520,64.54908055555556,-149.06996944444444,365.2,60,,,
PANN,04W,3601,64.54264722222223,-149.08073055555556,356.0,100,,,
PANN,22W,3601,64.54815555555555,-149.06176944444445,356.0,100,,,
PANW,14,3282,59.45553152777778,-157.37718988888886,370.8,95,,,
PANW,32,3282,59.447543527777775,-157.36914025,327.0,95,,,
PAEW,15,2202,60.94177088888889,-164.64423572222225,9.1,35,,,
PAEW,33,2202,60.93649958333334,-164.63824091666666,18.3,35,,,
WWT,E,5000,,,6.0,400,,,
WWT,W,5000,,,6.0,400,,,
PAGT,03,3200,60.465830555555556,-164.7097638888889,7.0,75,,,
PAGT,21,3200,60.472513888888884,-164.6983111111111,6.2,75,,,
1AK5,H1,40,,,,40,,,
1AK5,,40,,,,40,,,
1AK5,H2,40,,,,40,,,
1AK5,,40,,,,40,,,
1AK5,H3,40,,,,40,,,
1AK5,,40,,,,40,,,
AK73,18,1500,,,,60,,,
AK73,36,1500,,,,60,,,
PAFS,04,4021,63.01609169444444,-154.36925125,445.5,75,,,
PAFS,22,4021,63.02102680555555,-154.34762194444446,447.4,75,,,
PAKO,08,3512,52.941595611111104,-168.85699983333333,46.2,135,,,
PAKO,26,3512,52.941527361111106,-168.84107847222222,75.3,135,,,
NIN,10,2400,,,,60,,,
NIN,28,2400,,,,60,,,
PAWN,01,3992,67.5561245,-162.98578658333332,83.5,60,,,
PAWN,19,3992,67.56623372222222,-162.9750583611111,91.6,60,,,
94Z,03,1950,64.509485,-165.3944802222222,54.4,110,,,
94Z,21,1950,64.51335955555555,-165.3859802222222,68.3,110,,,
PAOM,03,5576,64.50723441666666,-165.45180741666667,12.6,150,,,
PAOM,21,5576,64.51861811111111,-165.42827730555555,36.6,150,,,
PAOM,10,6001,64.51430819444444,-165.46804425,16.3,150,,,
PAOM,28,6001,64.50876283333334,-165.43221047222224,21.8,150,,,
PANO,02,2800,59.97719722222222,-154.8438438888889,304.8,75,,,
PANO,20,2800,59.983263055555554,-154.83450583333334,313.5,75,,,
PFNO,06,4000,66.81610483333334,-161.03564222222224,42.9,100,,,
PFNO,24,4000,66.81894700000001,-161.00885019444442,52.5,100,,,
0AK0,08,1050,,,,70,,,
0AK0,26,1050,,,,70,,,
95Z,15,4100,,,,60,,,
95Z,33,4100,,,,60,,,
5AK2,06,1800,,,,50,,,
5AK2,24,1800,,,,50,,,
5AK3,15,2550,,,,45,,,
5AK3,33,2550,,,,45,,,
AK41,07,1800,,,,70,,,
AK41,25,1800,,,,70,,,
AA76,15,2450,,,,75,,,
AA76,33,2450,,,,75,,,
78AA,06,1600,,,,100,,,
78AA,24,1600,,,,100,,,
PAOR,05,5100,62.9594975,-141.94294575,1720.1,100,,,
PAOR,23,5100,62.96284936111111,-141.91321019444445,1718.7,100,,,
96Z,NW,10000,,,0.0,1000,,,
96Z,SE,10000,,,0.0,1000,,,
33AK,01,1240,,,,38,,,
33AK,19,1240,,,,38,,,
PAQT,05,4589,70.2076558611111,-151.0238266388889,44.2,100,,,
PAQT,23,4589,70.212011,-150.98913219444444,37.5,100,,,
PFNU,H1,50,70.49542222222222,-150.25346666666667,27.0,50,,,
PFNU,,50,,,,50,,,
AK20,04,3500,,,,170,,,
AK20,22,3500,,,,170,,,
PPNU,H1,65,70.49743333333333,-150.01859166666668,38.0,65,,,
PPNU,,65,,,,65,,,
PANU,02,4000,64.72524777777778,-158.08278444444443,356.0,100,,,
PANU,20,4000,64.73337388888889,-158.06565944444444,399.2,100,,,
PPIT,18,2420,60.909196666666666,-162.43874080555557,20.1,75,,,
PPIT,36,2420,60.902826027777785,-162.44244033333334,20.4,75,,,
PPIT,NE,3000,,,,300,,,
PPIT,SW,3000,,,,300,,,
ZNC,05,3650,,,,100,,,
ZNC,23,3650,,,,100,,,
6R7,03,2750,57.2155,-153.27445833333334,54.5,60,,,
6R7,21,2750,57.221111111111114,-153.26520555555555,53.0,60,,,
KOY,ALL,10000,,,0.0,1000,,,
KOY,WAY,10000,,,0.0,1000,,,
Z17,11,2520,63.149013888888895,-156.53661666666665,570.0,100,,,
Z17,29,2520,63.14436111111112,-156.5253888888889,575.0,100,,,
4K5,08,3300,57.94302777777778,-152.473325,100.0,60,,,
4K5,26,3300,57.94136388888889,-152.45663333333334,96.8,60,,,
PAAQ,09,3617,61.594988888888885,-149.10064444444444,225.4,75,,,
PAAQ,27,3617,61.591072222222216,-149.08157500000002,219.4,75,,,
PAAQ,16,6009,61.603988888888885,-149.08749722222223,240.4,100,61.60261388888889,-149.08748888888888,240.4
PAAQ,34,6009,61.58755277777778,-149.08739444444444,212.5,100,,,
PAAQ,16S,1560,61.598111111111116,-149.08804444444442,,60,,,
PAAQ,34S,1560,61.59384166666666,-149.08800833333333,,60,,,
3AK2,06,700,,,,50,,,
3AK2,24,700,,,,50,,,
AK46,07,1000,,,,40,,,
AK46,25,1000,,,,40,,,
AK53,16,1800,,,,75,,,
AK53,34,1800,,,,75,,,
05AK,01,2000,,,,75,,,
05AK,19,2000,,,,75,,,
AK63,NE,1800,,,,100,,,
AK63,SW,1800,,,,100,,,
AK66,09,1200,,,,60,,,
AK66,27,1200,,,,60,,,
AA05,06,1104,,,,14,,,
AA05,24,1104,,,,14,,,
5AK6,16,1600,,,,20,,,
5AK6,34,1600,,,,20,,,
4AK6,06,3800,,,,70,,,
4AK6,24,3800,,,,70,,,
4AK6,18,2600,,,,100,,,
4AK6,36,2600,,,,100,,,
